geneName	comGeneName	iE4	iE5	iE6	iE7	iE8	iE9	iE10	iE11	iE14	iE15	iE18	iE19	iE21	iE22	iE23	iE25	iE30	iE35	iE39	iE48	iE50	iE51	iE52	iE55	iE57	iE58	iE59	iE62	iE65	iE69	iE73	iE74	iE75	iE77	iE78	iE79	iE80	iE82	iE83	iE84	iE86	iE87	iE88	iE91	iE92	iE93	iE94	iE95
YKR081C	RPF2	2.26144513552929	0.636633175598346	0	0.850520797430105	1.43778205966237	0	0	0	2.49137118295012	1.81432473387559	0	1.82649671795701	1.19077869092167	0	1.06594350205259	4.4518662837878	2.71626191832633	1.06380941621408	0	1.01406447278966	1.96181044493159	0.871502776899369	4.50765523553486	1.23715205226433	1.57045044858424	0.841770247672104	0.992727533484992	0	0	0	1.52608078754676	1.59324743240663	0.861911369521251	5.1945491125998	1.89496613772592	1.84907164596971	0.953054530485046	2.81385525777701	6.0347369015074	2.33772200682181	2.55970041349695	0.977813797600756	0	0.849980604168275	0	0	0	0
YKR083C	DAD2	0	0	0	0.850520797430105	0	0	0	0	0	0	0	0	0	0	0	1.48395542792927	0	0	0	0	0	0	0	0.309288013066083	0	0	0	0	0	0	0	0	0	1.03890982251996	0	0.924535822984857	0	0.937951752592337	0	0	0	0.325937932533585	0	0	0	0	1.07038386593284	0
YKR084C	HBS1	2.26144513552929	2.54653270239338	0	0	0	1.0136536711909	0	1.3524680287669	1.4236406759715	1.81432473387559	1.3156301412036	1.82649671795701	1.19077869092167	4.27325098234579	0.532971751026297	0	1.35813095916316	0	0	2.02812894557932	0.980905222465796	0.871502776899369	0	2.01037208492954	3.14090089716849	0.841770247672104	0.992727533484992	0	1.53439746895741	3.44827835972699	0.508693595848919	0	4.30955684760626	3.11672946755988	0.473741534431481	1.84907164596971	0.476527265242523	5.62771051555402	3.0173684507537	0.779240668940604	0	0.977813797600756	3.22550880993537	1.27497090625241	0	0.840098874569555	0	0
YKR085C	MRPL20	0	0.636633175598346	4.40170785180319	0	0	0.506826835595449	0	0	0.711820337985748	0.907162366937797	0	0	0	0	0.532971751026297	0	0	0	0	1.01406447278966	0.980905222465796	0	1.80306209421394	0.927864039198248	0	0	0.992727533484992	0	0.511465822985802	0	0	1.59324743240663	0.861911369521251	0	0.947483068862961	2.77360746895457	0.953054530485046	0.937951752592337	0	0.779240668940604	0	0.325937932533585	0	0.566653736112183	0	0	1.07038386593284	0
YKR087C	OMA1	0	1.27326635119669	0	0	0	0	0	1.3524680287669	0.711820337985748	0.907162366937797	0	0	1.19077869092167	0	0.532971751026297	0	0	0	0	1.01406447278966	0.980905222465796	0	0.901531047106972	0.463932019599124	0	0	0	0	0	0	0	0	0.861911369521251	1.03890982251996	0.473741534431481	0	0	0	0	0	0	0.325937932533585	1.61275440496768	0	0	0	2.14076773186569	2.49698852512266
YKR088C	TVP38	0.753815045176432	0.636633175598346	0	4.25260398715052	0	1.0136536711909	0	1.3524680287669	2.31341609845368	0.907162366937797	1.3156301412036	0	0	0	0	0	0	1.06380941621408	0	0	1.96181044493159	0	0.901531047106972	1.08250804573129	2.35567567287637	0.841770247672104	0.992727533484992	0	1.0229316459716	0	1.01738719169784	1.59324743240663	3.44764547808501	0	0.473741534431481	1.84907164596971	1.42958179572757	0.937951752592337	0	2.33772200682181	0	0.651875865067171	1.61275440496768	1.5582977743085	0	0.840098874569555	0	0
YKR089C	TGL4	1.50763009035286	1.90989952679504	4.40170785180319	0	1.43778205966237	1.0136536711909	3.26754053627292	4.05740408630069	1.24568559147506	3.62864946775119	0.6578150706018	0	0	0	3.73080225718408	1.48395542792927	1.35813095916316	1.06380941621408	0	1.01406447278966	1.96181044493159	0	0.901531047106972	2.01037208492954	1.57045044858424	1.68354049534421	1.98545506696998	0	1.53439746895741	0	1.52608078754676	0	2.58573410856375	1.03890982251996	0.473741534431481	0.924535822984857	1.42958179572757	0	0	1.55848133788121	1.27985020674847	1.30375173013434	0	1.69996120833655	1.87027359858801	0	1.07038386593284	4.99397705024531
YKR092C	SRP40	3.01526018070573	1.27326635119669	4.40170785180319	1.70104159486021	8.62669235797424	1.0136536711909	3.26754053627292	0	1.95750592946081	2.72148710081339	1.9734452118054	0	2.38155738184334	0	1.59891525307889	1.48395542792927	1.35813095916316	2.12761883242816	3.12174755705009	3.04219341836897	1.96181044493159	2.61450833069811	3.60612418842789	2.47430410452866	3.14090089716849	0.841770247672104	0.992727533484992	0	2.55732911492901	0	0	4.77974229721988	1.7238227390425	2.07781964503992	2.3687076721574	2.77360746895457	0.476527265242523	7.50361402073869	0	3.11696267576242	1.27985020674847	2.60750346026868	0	2.26661494444873	1.87027359858801	0	3.21115159779853	0
CUT729	CUT729	1.50763009035286	1.27326635119669	0	1.70104159486021	1.43778205966237	0.506826835595449	3.26754053627292	0	2.84728135194299	0.907162366937797	2.6312602824072	1.82649671795701	1.19077869092167	0	2.13188700410519	0	4.07439287748949	0	0	2.02812894557932	2.94271566739739	0	0.901531047106972	1.08250804573129	3.92612612146061	4.20885123836052	2.97818260045498	0	1.53439746895741	0	3.05216157509351	4.77974229721988	0.861911369521251	4.15563929007984	1.89496613772592	0.924535822984857	1.42958179572757	1.87590350518467	0	0	2.55970041349695	2.60750346026868	3.22550880993537	1.5582977743085	1.87027359858801	2.52029662370866	1.07038386593284	0
YKR094C	RPL40B	6.03052036141145	10.1861308095735	26.4102471108192	3.40208318972042	11.502256477299	4.56144152035904	22.8727837539105	9.46727620136828	6.40638304187173	7.25729893550237	11.1828562002306	21.9179606154842	11.9077869092167	2.84883398823053	5.32971751026297	13.3555988513634	13.5813095916316	9.57428474592673	9.36524267115026	10.1406447278966	9.31859961342506	6.97202221519495	6.3107173297488	8.66006436585032	12.563603588674	6.73416198137683	5.95636520090995	50.6958408053439	7.16052152180122	10.344835079181	7.63040393773378	12.745979459253	12.0667591732975	12.4669178702395	8.05360608533517	18.4907164596972	10.4835998353355	15.0072280414774	15.0868422537685	15.5848133788121	12.7985020674847	8.14844831333964	6.45101761987074	5.38321049306574	11.2216415915281	5.88069212198688	11.7742225252613	12.4849426256133
YKR098C	UBP11	0	0.636633175598346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901531047106972	0.309288013066083	0	0	0	0	1.0229316459716	0	0	1.59324743240663	0	1.03890982251996	0	0.924535822984857	0.476527265242523	0.937951752592337	0	0	0	0	0	0.424990302084137	0	0	0	0
YKR100C	SKG1	4.52289027105859	1.27326635119669	17.6068314072128	2.55156239229031	8.62669235797424	3.04096101357269	3.26754053627292	1.3524680287669	0.355910168992874	0	0.6578150706018	1.82649671795701	0	2.84883398823053	1.06594350205259	5.93582171171706	9.50691671414215	1.06380941621408	15.6087377852504	0	1.96181044493159	1.74300555379874	6.3107173297488	1.08250804573129	3.14090089716849	2.52531074301631	1.98545506696998	44.3588607046759	3.58026076090061	3.44827835972699	1.01738719169784	11.1527320268464	4.30955684760626	4.15563929007984	2.84244920658888	4.62267911492429	0.953054530485046	3.75180701036935	21.1215791552759	3.11696267576242	7.67910124049084	0.977813797600756	3.22550880993537	0.566653736112183	3.74054719717603	1.68019774913911	1.07038386593284	12.4849426256133
SUT684	SUT684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL221W	MCH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.861911369521251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL219W	COS9	0	0.636633175598346	0	0	0	0	0	2.70493605753379	0	0	1.3156301412036	0	0	0	0	0	0	0	0	0	0.490452611232898	0	0	0.773220032665207	0	0.841770247672104	0	0	0	0	0	0	0	0	0	0	0.476527265242523	0	0	0.779240668940604	0	0.651875865067171	0	0	0	0	0	4.99397705024531
CUT224	CUT224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUT218	SUT218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.841770247672104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUT219	SUT219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.841770247672104	0	0	0	0	0	0	0	0	0.473741534431481	0	0	0	0	0	0	0	0	0	0	0	0	0
SUT220	SUT220	5.27670531623502	3.81979905359008	22.008539259016	3.40208318972042	11.502256477299	5.06826835595449	16.3377026813646	8.11480817260138	0	0.907162366937797	3.289075353009	5.47949015387104	9.52622952737335	7.12208497057632	2.66485875513148	8.9037325675756	2.71626191832633	2.12761883242816	34.339223127551	2.02812894557932	3.43316827863029	7.84352499209432	10.8183725652837	0.463932019599124	11.7783783643818	2.52531074301631	2.97818260045498	177.435442818704	5.62612405284382	27.5862268778159	5.59562955433811	11.1527320268464	8.61911369521252	10.3890982251996	1.42122460329444	12.0189656988031	0.953054530485046	9.37951752592337	24.1389476060296	6.23392535152483	7.67910124049084	2.93344139280227	16.1275440496768	0.141663434028046	5.61082079576404	5.04059324741733	3.21115159779853	24.9698852512266
YKL217W	JEN1	3.01526018070573	1.90989952679504	17.6068314072128	1.70104159486021	7.18891029831187	2.53413417797724	13.0701621450917	8.11480817260138	0.177955084496437	0.907162366937797	2.6312602824072	3.65299343591403	7.14467214553001	2.84883398823053	1.06594350205259	2.96791085585853	2.71626191832633	0	15.6087377852504	1.01406447278966	2.94271566739739	3.48601110759747	7.21224837685578	0.154644006533041	7.85225224292122	1.68354049534421	0.992727533484992	126.73960201336	3.58026076090061	17.2413917986349	3.56085517094243	3.18649486481325	5.17146821712751	6.23345893511976	1.42122460329444	4.62267911492429	0.476527265242523	5.62771051555402	18.1042107045222	3.89620334470302	5.1194008269939	2.2815655277351	9.6765264298061	0.424990302084137	3.74054719717603	1.68019774913911	2.14076773186569	19.9759082009813
YKL216W	URA1	1.50763009035286	3.18316587799173	4.40170785180319	2.55156239229031	5.75112823864949	3.54778784916814	0	0	6.40638304187173	15.4217602379425	1.9734452118054	1.82649671795701	2.38155738184334	1.42441699411526	2.13188700410519	2.96791085585853	2.71626191832633	3.19142824864224	0	0	1.96181044493159	0.871502776899369	3.60612418842789	5.56718423518949	9.42270269150546	3.36708099068842	3.97091013393997	12.673960201336	1.0229316459716	0	2.03477438339568	4.77974229721988	1.7238227390425	2.07781964503992	3.78993227545185	1.84907164596971	3.33569085669766	6.56566226814636	12.0694738030148	3.11696267576242	6.39925103374237	2.60750346026868	0	3.54158585070114	0	0.840098874569555	6.42230319559707	2.49698852512266
CUT225	CUT225	0	0	0	0	0	0	0	0	0	0.907162366937797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL212W	SAC1	0.753815045176432	3.18316587799173	2.2008539259016	2.55156239229031	4.31334617898712	4.05461468476359	6.53508107254585	2.70493605753379	2.13546101395724	4.53581183468898	1.9734452118054	0	3.57233607276501	2.84883398823053	5.32971751026297	4.4518662837878	1.35813095916316	2.12761883242816	0	1.01406447278966	3.92362088986318	6.10051943829558	1.80306209421394	2.93823612412779	2.35567567287637	4.20885123836052	0.992727533484992	19.010940302004	2.04586329194321	3.44827835972699	2.03477438339568	0	6.03337958664876	3.11672946755988	3.31619074102037	4.62267911492429	1.90610906097009	0.937951752592337	3.0173684507537	3.11696267576242	2.55970041349695	1.95562759520151	3.22550880993537	1.98328807639264	0	3.36039549827822	3.21115159779853	2.49698852512266
snR64	SNR64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27985020674847	0	0	0	0	0	0	0
CUT226	CUT226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27985020674847	0	0	0	0	0	0	0
YKL210W	UBA1	1.50763009035286	1.27326635119669	4.40170785180319	3.40208318972042	2.87556411932475	3.04096101357269	0	2.70493605753379	3.55910168992874	3.62864946775119	4.6047054942126	5.47949015387104	2.38155738184334	5.69766797646106	2.13188700410519	4.4518662837878	14.9394405507948	8.51047532971265	0	0	3.43316827863029	3.48601110759747	4.50765523553486	3.09288013066083	3.92612612146061	5.05062148603262	3.97091013393997	0	4.60319240687222	3.44827835972699	1.01738719169784	7.96623716203314	3.44764547808501	3.11672946755988	3.31619074102037	2.77360746895457	1.42958179572757	0	6.0347369015074	3.11696267576242	3.83955062024542	5.86688278560454	1.61275440496768	3.25825898264505	1.87027359858801	5.04059324741733	2.14076773186569	2.49698852512266
YKL208W	CBT1	3.76907522588216	0.636633175598346	0	1.70104159486021	1.43778205966237	2.0273073423818	0	1.3524680287669	0.711820337985748	0.907162366937797	0.6578150706018	3.65299343591403	0	0	0.532971751026297	0	0	1.06380941621408	0	1.01406447278966	0.490452611232898	0.871502776899369	0.901531047106972	2.01037208492954	1.57045044858424	0.841770247672104	1.98545506696998	0	1.53439746895741	10.344835079181	1.01738719169784	4.77974229721988	0	1.03890982251996	1.42122460329444	2.77360746895457	1.42958179572757	0	0	0	0	1.30375173013434	1.61275440496768	1.13330747222437	0	0.840098874569555	0	0
YKL207W	YKL207W	4.52289027105859	1.27326635119669	0	3.40208318972042	2.87556411932475	1.52048050678635	0	1.3524680287669	2.49137118295012	2.72148710081339	0.6578150706018	1.82649671795701	0	0	1.06594350205259	4.4518662837878	0	1.06380941621408	0	4.05625789115863	1.47135783369869	0.871502776899369	2.70459314132092	2.78359211759475	1.57045044858424	1.68354049534421	1.98545506696998	0	1.53439746895741	3.44827835972699	1.52608078754676	4.77974229721988	0	2.07781964503992	1.89496613772592	2.77360746895457	2.38263632621262	4.68975876296168	3.0173684507537	0.779240668940604	1.27985020674847	2.60750346026868	3.22550880993537	1.69996120833655	0	0.840098874569555	1.07038386593284	0
YKL205W	LOS1	2.26144513552929	1.27326635119669	8.80341570360639	4.25260398715052	1.43778205966237	0	9.80262160881877	0	0.355910168992874	1.81432473387559	0.6578150706018	7.30598687182805	2.38155738184334	0	0.532971751026297	1.48395542792927	5.43252383665266	0	3.12174755705009	4.05625789115863	1.96181044493159	0.871502776899369	1.80306209421394	0.773220032665207	3.14090089716849	0.841770247672104	0.992727533484992	31.6849005033399	1.53439746895741	3.44827835972699	1.01738719169784	3.18649486481325	1.7238227390425	2.07781964503992	2.84244920658888	4.62267911492429	0.953054530485046	2.81385525777701	12.0694738030148	1.55848133788121	1.27985020674847	0.651875865067171	1.61275440496768	0.283326868056092	3.74054719717603	1.68019774913911	3.21115159779853	2.49698852512266
YKL204W	EAP1	0	1.27326635119669	4.40170785180319	0.850520797430105	0	0.506826835595449	0	0	0.889775422482185	1.81432473387559	0.6578150706018	0	0	0	2.66485875513148	1.48395542792927	1.35813095916316	2.12761883242816	0	1.01406447278966	0.490452611232898	0.871502776899369	4.50765523553486	0.927864039198248	3.14090089716849	1.68354049534421	1.98545506696998	0	2.55732911492901	3.44827835972699	0	1.59324743240663	0.861911369521251	0	0.947483068862961	0	1.42958179572757	0.937951752592337	6.0347369015074	0	0	1.30375173013434	1.61275440496768	1.5582977743085	1.87027359858801	0.840098874569555	3.21115159779853	0
SUT221	SUT221	0.753815045176432	0	0	0	0	0	3.26754053627292	1.3524680287669	0.177955084496437	0	0.6578150706018	0	0	1.42441699411526	0	0	0	1.06380941621408	0	0	0	0	0	0.618576026132166	0	0	0	0	0.511465822985802	0	0	0	0	0	0	0	0.476527265242523	0	0	0	0	0	0	0.141663434028046	0	0	0	0
SUT222	SUT222	0	0	0	0	0	0	0	0	0	0	0.6578150706018	0	0	1.42441699411526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.924535822984857	0	0	0	0	1.27985020674847	0	0	0.283326868056092	0	0	0	0
YKL195W	MIA40	3.01526018070573	8.2762312827785	0	5.10312478458063	0	5.06826835595449	0	6.76234014383449	3.55910168992874	5.44297420162678	5.9203356354162	9.13248358978507	9.52622952737335	2.84883398823053	3.19783050615778	2.96791085585853	6.79065479581582	5.31904708107041	6.24349511410017	6.08438683673795	4.90452611232898	0	3.60612418842789	6.64969228092078	3.14090089716849	6.73416198137683	2.97818260045498	0	3.06879493791481	17.2413917986349	4.06954876679135	0	6.89529095617001	2.07781964503992	2.3687076721574	3.69814329193943	4.28874538718271	3.75180701036935	12.0694738030148	6.23392535152483	2.55970041349695	1.95562759520151	4.83826321490305	4.39156645486942	1.87027359858801	7.56088987112599	1.07038386593284	0
